school_name,state,number_of_ratings,facilities,location,happiness,opportunities,clubs,social,safety,food,internet
Chamberlain College of Nursing,Florida,7.0,3.7,3.9,3.7,4.1,3.1,3.3,4.0,3.0,3.1
Trinity International University,Florida,1.0,3.0,3.0,4.0,3.0,2.0,4.0,3.8,2.0,3.0
Stevenson University,Maryland,26.0,3.3,3.2,3.5,3.5,3.0,2.6,4.3,2.3,2.3
Galen College of Nursing - Cincinnati,Ohio,5.0,4.4,4.0,4.8,3.8,3.6,3.8,5.0,1.8,4.4
Ecumenical Theological Seminary,Michigan,3.0,3.3,3.3,4.3,3.7,2.7,3.0,5.0,2.0,3.0
Kuyper College,Michigan,11.0,3.8,4.5,4.9,3.9,3.2,4.2,4.4,2.6,3.8
Collins Career Center,Ohio,2.0,5.0,4.0,4.5,5.0,4.0,4.5,5.0,4.0,4.0
Community College of Beaver County,Pennsylvania,1.0,4.0,3.0,5.0,5.0,1.0,5.0,5.0,1.0,5.0
Central Arizona College,Arizona,6.0,4.3,4.7,4.5,4.2,3.2,3.3,5.0,3.8,3.7
South University,Virginia,3.0,3.7,3.3,4.0,3.0,1.7,2.3,2.0,1.7,3.7
Georgia Northwestern Technical College,Georgia,7.0,4.3,4.0,4.1,3.7,3.1,3.4,4.3,2.4,4.1
Keiser University Pembroke Pines,Florida,10.0,3.1,3.1,2.1,2.8,1.6,1.6,4.0,1.6,2.6
Upper Cape Tech,Massachusetts,3.0,5.0,4.7,5.0,5.0,4.7,4.7,5.0,4.7,4.3
Northern Arizona University,Arizona,4.0,4.0,4.3,4.5,3.8,3.3,3.5,4.0,3.3,4.0
High Desert Medical College,California,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0
United Theological Seminary of the Twin Cities,Minnesota,2.0,3.0,2.5,4.0,4.0,2.5,2.5,5.0,3.5,3.5
Western Technical College,Wisconsin,42.0,4.1,3.8,3.8,3.7,3.0,3.3,4.0,3.7,3.8
Tricoci University of Beauty Culture,Illinois,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Fox College,Illinois,9.0,3.0,2.9,3.3,3.1,2.7,2.8,4.0,2.3,3.3
St Francis Medical Center College of Nursing,Georgia,3.0,3.3,3.0,4.7,5.0,3.3,2.3,4.5,4.0,3.3
Trinity Law School,California,5.0,3.4,3.4,4.2,3.6,2.8,3.4,2.5,2.2,4.4
Keiser University-Tallahassee,Florida,2.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0
Interactive College of Technology,Georgia,3.0,1.0,1.7,1.3,1.0,1.0,1.0,1.0,1.3,2.0
Hobe Sound Bible College,Florida,6.0,4.2,4.8,3.7,3.7,2.2,3.5,5.0,3.7,3.0
Northwestern Technological Institute,Michigan,1.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,2.0,3.0
Embry-Riddle Aeronautical University Worldwide,Virginia,37.0,3.3,4.2,3.8,3.7,2.8,2.9,4.0,3.1,3.8
Concorde Career College,California,3.0,3.0,1.7,2.3,3.0,1.3,2.7,4.0,2.0,2.3
Central Michigan University,Georgia,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.5,4.5
Adler Graduate School,Minnesota,3.0,3.3,3.3,3.7,4.3,4.0,4.0,4.0,2.3,4.7
California Nurses Educational Institute,California,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.4,1.0,1.0
White Mountains Community College,New Hampshire,3.0,3.3,3.0,3.7,3.0,1.7,3.3,4.3,4.7,3.3
Wayland Baptist University,Texas,2.0,4.5,5.0,5.0,4.5,2.5,2.5,5.0,3.0,4.0
College of Court Reporting,Indiana,1.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0
Fortis College -Norfolk,Virginia,2.0,3.0,4.0,3.0,3.5,3.0,2.5,3.8,2.5,2.5
American Career College,California,15.0,2.9,2.7,2.5,2.8,1.6,2.6,3.6,2.0,2.6
Millennia Atlantic University,Florida,4.0,3.8,4.0,3.8,3.3,3.0,3.5,3.0,3.0,4.0
Front Range Community College,Colorado,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0
Hebrew Union College,New York,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.6,3.0,3.0
Pima Medical Institute,Nevada,4.0,3.0,2.5,2.5,3.0,1.8,2.3,2.8,2.5,2.8
American Institute,New Jersey,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Mountwest Community & Technical College,West Virginia,9.0,3.3,3.7,3.3,3.6,2.6,2.8,4.8,4.0,3.4
Mediatech Institute,Texas,1.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0
Michigan Institute of Aviation and Technology,Michigan,5.0,3.4,4.2,3.8,4.2,2.2,2.6,4.0,2.6,2.0
LABI College,California,3.0,4.7,5.0,5.0,4.3,4.3,3.7,5.0,4.3,2.3
University of New Mexico - Taos,New Mexico,4.0,2.5,3.3,2.5,2.0,1.8,2.0,5.0,2.0,3.0
Automotive Training Center,Pennsylvania,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.1,1.0,1.0
Mid-State Technical College,Wisconsin,3.0,5.0,5.0,5.0,5.0,4.0,4.3,5.0,4.0,5.0
Mid America Nazarene University,Kansas,1.0,5.0,4.0,5.0,5.0,5.0,4.0,4.9,3.0,5.0
McFatter Technical College,Florida,6.0,3.0,3.7,3.8,3.3,2.3,2.3,5.0,2.2,2.5
Detroit Business Institute Downriver,Michigan,2.0,2.5,4.0,4.0,3.0,2.0,3.0,4.0,2.5,3.0
Northwest Renewable Energy Institute,Washington,2.0,3.5,4.0,5.0,5.0,2.5,2.5,4.9,1.5,3.5
Ecclesia College,Arkansas,4.0,2.3,3.5,2.5,2.5,1.3,2.0,3.3,2.0,2.3
Culinary Institute of America,Texas,1.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,1.0
Arizona Christian University,Arizona,17.0,3.0,3.3,3.2,3.3,3.2,3.2,3.7,2.5,2.4
Richfield College,California,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.8,4.0,5.0
California International University,California,1.0,3.0,4.0,5.0,5.0,3.0,4.0,4.4,3.0,3.0
Texas Woman's University,Texas,7.0,4.0,4.4,3.9,3.6,3.0,2.9,5.0,3.4,3.6
Thomas M. Cooley Law School,Florida,5.0,3.2,3.6,3.2,3.2,3.0,2.4,3.7,2.0,4.2
Ivy Tech Community College - Valparaiso,Colorado,12.0,3.3,3.8,3.3,2.9,2.3,2.7,4.4,2.3,3.7
Herzing University,Wisconsin,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.5
Thomas M. Cooley Law School,Michigan,2.0,5.0,5.0,5.0,4.5,4.5,4.0,5.0,1.0,5.0
Manatee Technical College,Florida,7.0,3.3,3.7,3.7,4.1,2.1,2.6,4.5,3.4,2.3
Universal Technical Institute,California,5.0,2.8,2.2,2.6,2.2,2.0,2.0,5.0,2.0,2.6
Richmont Graduate University,Georgia,3.0,4.0,3.7,4.7,4.3,1.3,4.0,4.0,2.3,4.0
Tacoma Community College,Washington,1.0,4.0,5.0,5.0,4.0,2.0,2.0,5.0,3.0,5.0
Aviation Institute of Maintenance,Georgia,4.0,3.5,3.3,3.5,4.0,1.5,3.5,4.3,3.8,3.0
Tysons College,Virginia,3.0,4.3,4.7,4.3,4.3,4.3,4.0,4.6,4.0,4.3
The Wright Institute,California,2.0,3.5,5.0,4.5,4.5,4.5,4.5,4.0,4.0,3.5
University of Alaska Southeast,Alaska,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0
Roseman University of Health Sciences,Utah,6.0,3.7,4.2,4.3,4.2,3.2,2.8,4.5,2.3,4.2
Central Arizona College,Arizona,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.4,1.0,3.0
University of Alaska Southeast,Alaska,4.0,2.8,3.3,2.5,2.3,1.3,1.5,5.0,1.8,3.3
Stautzenberger College,Ohio,1.0,2.0,3.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0
Louisiana State University Health Science Center,Louisiana,4.0,3.8,4.3,3.5,3.5,3.3,3.3,1.0,4.0,3.3
Westmoreland County Community College,Pennsylvania,1.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0,1.0,4.0
Snow College,Utah,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0
Eastern New Mexico University,New Mexico,2.0,4.0,4.5,4.5,3.0,3.0,4.0,4.4,3.0,4.0
New York College of Traditional Chinese Medicine,Florida,5.0,2.8,2.6,1.8,2.2,1.2,2.0,2.8,1.6,3.6
Hawaii Medical College,Hawaii,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3.2,2.0,4.0
Indian River State College,Florida,33.0,3.9,4.2,4.0,3.8,2.9,3.5,4.7,3.0,4.1
St. Elizabeth School of Nursing,Indiana,2.0,4.0,4.5,5.0,4.5,2.0,2.5,4.0,2.5,3.5
Midwestern Career College,Illinois,3.0,2.7,3.3,3.0,3.0,1.0,2.7,2.5,2.0,2.0
Athena Career Academy,Ohio,4.0,4.3,4.3,4.5,4.8,3.0,3.3,5.0,3.5,4.5
Long Island Beauty School,Pennsylvania,1.0,1.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0
Rosalind Franklin University of Medicine and Science,Illinois,5.0,3.8,3.6,3.2,3.6,3.0,3.2,3.0,3.6,3.4
American Institute of Alternative Medicine,Ohio,4.0,1.5,2.5,2.0,2.0,1.3,1.5,2.7,1.8,1.3
Columbia Gorge Community College,Oregon,2.0,4.5,4.5,5.0,4.0,3.5,4.5,4.8,3.0,4.5
Vaughn College of Aeronautics and Technology,New York,5.0,2.8,2.4,2.4,3.2,3.0,2.2,2.0,2.2,2.4
University of Arizona,Arizona,2.0,3.0,2.5,3.0,3.0,2.0,3.0,2.5,2.5,2.5
Northern Arizona University,Arizona,10.0,4.3,4.1,4.3,3.9,3.7,3.7,4.3,3.1,3.8
Virginia Peninsula Community College,Virginia,22.0,3.9,4.0,3.5,3.4,2.4,2.5,4.6,1.8,3.9
County College of Morris,New Jersey,8.0,3.9,4.1,4.3,4.3,3.8,3.4,2.7,3.0,3.3
Sacramento City College,California,6.0,3.7,4.0,4.2,3.8,2.8,3.5,3.5,3.0,3.5
Research College of Nursing,Missouri,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
Arizona State University,Arizona,52.0,3.8,3.8,3.7,4.0,3.7,3.7,3.4,3.2,3.8
Northern Arizona University,Arizona,2.0,3.0,4.0,3.5,3.0,3.0,3.0,2.0,2.5,2.5
American Samoa Community College,Hawaii,5.0,2.0,4.2,3.0,3.0,4.6,4.4,3.8,2.8,1.4
ATS Institute of Technology,Illinois,1.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0
Mercer County Community College,New Jersey,2.0,4.5,5.0,5.0,4.5,4.0,3.5,4.5,3.5,4.0
Northern Arizona University,Arizona,14.0,3.4,4.4,3.1,2.6,3.1,3.4,3.7,2.6,3.1
ITI Technical College,Louisiana,2.0,2.0,2.5,2.0,3.5,1.0,3.5,4.5,1.0,3.0
Frontier Nursing University,Kentucky,10.0,2.4,2.6,1.9,2.8,2.2,3.0,3.3,2.3,2.7
University of Atlanta,Georgia,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.6,4.0,3.0
Southwest Institute of Healing Arts,Arizona,3.0,4.7,4.0,5.0,3.7,3.3,3.7,4.9,4.3,4.0
Hawaii Tokai International College,Hawaii,4.0,3.5,4.0,4.0,3.5,3.5,3.8,5.0,3.3,3.8
University of Charleston,South Carolina,2.0,4.5,4.0,3.5,4.5,2.5,3.0,5.0,3.0,4.5
Chamberlain College of Nursing,Texas,8.0,2.4,3.3,2.1,2.8,2.3,2.3,4.0,1.8,3.3
Maryland University of Integrative Health,Maryland,10.0,3.6,3.7,3.0,2.8,2.1,2.5,4.6,2.9,3.1
The Colleges of Law,California,1.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0
Worsham College,Illinois,4.0,3.8,3.3,4.3,4.0,1.5,3.8,4.7,2.8,3.3
Central School of Practical Nursing,Ohio,1.0,4.0,5.0,5.0,4.0,1.0,3.0,5.0,3.0,4.0
Northern Essex Community College,Texas,6.0,3.5,3.7,3.5,3.8,3.3,4.0,5.0,2.2,3.2
Eastern International College,New Jersey,8.0,3.4,3.3,3.6,3.6,2.5,4.0,4.5,1.9,3.0
Keiser University,Florida,5.0,3.0,4.4,2.8,3.8,2.4,2.6,2.5,2.4,4.0
Eastern Iowa Community Colleges,Texas,1.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0
Northshore Technical Community College,Louisiana,10.0,2.6,3.8,3.7,2.8,2.3,2.4,4.4,2.3,3.1
New York Medical Career Training Center,New York,1.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8,5.0,4.0
Logan University,Michigan,5.0,3.8,3.6,3.6,3.6,3.6,3.0,4.3,3.2,3.8
Galen College of Nursing - San Antonio,California,10.0,3.5,4.0,3.4,3.1,2.0,2.4,4.4,2.7,3.6
Robert Morris University,Pennsylvania,6.0,4.8,3.5,5.0,4.7,4.0,4.0,5.0,3.8,3.2
Fletcher Technical Community College,Louisiana,6.0,4.5,4.3,4.2,4.3,3.2,3.8,4.6,3.8,4.0
Atlantis University,Oregon,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0
Avenue Five Institute,Texas,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.5,4.0,3.0
Westcliff University,Illinois,23.0,2.7,3.5,2.7,2.7,2.3,2.5,3.5,2.3,3.0
American Military University,West Virginia,61.0,3.3,3.7,3.6,3.5,3.4,3.2,4.0,3.0,3.8
Albany Technical College,Georgia,1.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0
Wellspring School of Allied Health,Missouri,2.0,2.5,5.0,3.0,4.0,1.0,1.5,4.2,2.0,3.5
The Soma Institute,Illinois,1.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0
Northwest Technical Institute,Arkansas,1.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0
Mercy Hospital School of Practical Nursing,Florida,1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.5,3.0,4.0
Southern University and A&M College,Florida,51.0,3.4,3.3,4.0,3.7,4.1,4.1,3.6,3.7,3.1
Christian International College,Florida,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.7,2.0,2.0
Pacific States University,Arizona,1.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0
New Mexico Highlands University,New Mexico,5.0,2.0,3.6,3.8,3.4,1.4,2.4,4.3,1.2,2.2
Fortis College,Florida,12.0,3.3,3.2,3.2,2.9,1.6,3.0,5.0,2.9,3.3
North Central Texas College,Texas,2.0,4.0,4.5,3.5,3.5,3.0,3.5,5.0,4.5,5.0
Spartanburg Community College,South Carolina,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Sessions College for Professional Design,Illinois,2.0,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.5
Tennessee College of Applied Technology - Knoxville,Tennessee,1.0,2.0,3.0,4.0,4.0,1.0,4.0,3.8,3.0,3.0
Central Arizona College,Arizona,4.0,4.0,4.0,4.0,4.0,2.8,3.0,4.0,3.5,3.5
Gwinnett College,Georgia,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.1,1.0,2.0
City College- Altamonte Springs,Florida,7.0,4.4,4.4,4.7,4.9,3.0,3.7,5.0,2.7,3.0
AMG School of Nursing,New York,6.0,2.2,3.5,2.3,2.2,1.8,2.3,3.0,1.8,2.7
Tennessee College of Applied Technology - Hohenwald,Tennessee,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0
Bryan College of Health Sciences,Illinois,7.0,3.3,3.9,3.3,3.4,2.6,2.3,4.7,2.3,4.0
Hunter Business School,New York,9.0,3.3,3.4,3.4,3.4,3.1,3.6,4.6,2.8,3.4
Herzing University-Kenosha,Michigan,7.0,1.7,2.0,2.3,2.3,1.7,1.4,4.0,1.4,1.9
Alaska Career College,Alaska,2.0,1.5,2.0,2.5,2.0,1.0,2.0,3.0,1.0,3.0
Horry Georgetown Technical College,South Carolina,6.0,3.8,4.3,4.0,3.8,2.0,3.0,4.8,3.2,4.0
William Peace University,West Virginia,18.0,3.4,4.5,3.8,3.8,3.3,3.2,4.1,2.7,3.1
Navarro College,Colorado,5.0,3.4,3.2,3.6,2.6,1.2,2.6,5.0,1.8,3.8
Alabama College Of Osteopathic Medicine,Alabama,6.0,3.7,2.5,2.7,2.2,3.3,3.0,3.3,3.0,4.3
Washington Technology Institute,Washington,1.0,3.0,3.0,4.0,4.0,1.0,3.0,4.2,3.0,4.0
Florida Polytechnic University,Florida,87.0,3.7,2.7,3.5,3.6,3.1,2.6,4.7,2.5,3.4
Roseman University of Health Sciences,Nevada,1.0,5.0,5.0,3.0,4.0,2.0,2.0,5.0,2.0,5.0
Pensacola State College,Florida,5.0,3.2,3.8,3.6,3.6,1.6,2.0,4.3,3.0,2.8
Iowa Valley Community College,Iowa,1.0,4.0,5.0,3.0,5.0,1.0,1.0,5.0,4.0,5.0
Guttman Community College,New York,23.0,2.7,4.3,2.9,3.4,1.9,2.9,4.3,2.2,4.1
California University of Management and Sciences,California,4.0,4.8,5.0,5.0,4.8,4.0,4.3,5.0,4.0,4.5
Chamberlain College of Nursing,Indiana,1.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0
Tennessee College of Applied Technology - Dickson,Tennessee,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.6,1.0,1.0
Sri Sai Krish Institute,California,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0
Institute of Lutheran Theology,South Dakota,1.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0
Central New Mexico Community College,New Mexico,3.0,4.7,4.3,5.0,5.0,3.3,4.3,5.0,3.3,5.0
Western Iowa Tech,Texas,2.0,5.0,3.0,5.0,4.5,5.0,5.0,5.0,3.0,5.0
Northwest Louisiana Technical College,Louisiana,10.0,3.3,3.8,3.3,3.9,2.5,2.9,3.2,2.3,3.7
Lancaster County Career & Technology Center,Pennsylvania,2.0,2.5,2.5,2.5,2.5,1.5,2.0,1.0,3.0,1.5
Suncoast Technical College,Indiana,8.0,2.9,3.6,2.3,2.6,1.6,2.6,3.9,2.4,2.8
Tennessee College of Applied Technology - Elizabethton,Tennessee,4.0,2.5,2.5,2.8,3.0,1.5,2.0,4.0,1.0,2.5
HCI College,Florida,3.0,2.3,2.7,2.3,2.3,1.0,2.7,4.0,2.3,2.0
Community College of Allegheny County,Pennsylvania,13.0,3.1,3.5,2.9,3.1,2.6,2.6,4.0,2.8,3.5
American Islamic College,Illinois,2.0,3.0,4.0,3.0,3.5,2.5,2.5,3.7,2.5,2.0
Siena Heights University,Michigan,1.0,4.0,5.0,5.0,2.0,1.0,2.0,5.0,1.0,3.0
East West College of Natural Medicine,Florida,2.0,3.5,3.0,4.5,4.5,3.0,3.5,4.0,4.5,5.0
Jose Maria Vargas University,Florida,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Ambria College of Nursing,Illinois,7.0,2.4,3.0,1.7,1.6,1.1,1.1,2.2,1.1,3.0
Culinary Institute LeNotre,Texas,1.0,2.0,1.0,3.0,5.0,2.0,2.0,4.0,5.0,3.0
Welch College,Tennessee,2.0,4.5,5.0,5.0,4.5,3.0,3.5,5.0,3.5,4.0
Touro University Worldwide,Kentucky,1.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0
Fortis Institute in Nashville,Tennessee,2.0,2.0,3.0,3.5,3.5,1.0,2.5,2.0,1.0,1.5
Los Angeles College of Music,Arizona,1.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0
Nightingale College,Illinois,12.0,2.6,2.9,2.0,2.4,2.3,2.4,2.6,2.6,2.9
University of the People,Arizona,44.0,3.4,4.3,3.8,3.7,3.0,3.6,4.2,3.3,4.2
Eastern Kentucky University,Kentucky,8.0,3.8,3.5,4.0,4.0,2.9,3.5,4.4,2.9,2.9
National Park College,North Carolina,7.0,3.1,3.0,2.9,2.1,2.3,1.9,4.0,2.6,2.1
Moberly Area Community College,Missouri,1.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,3.0,4.0
Georgia Institute of Cosmetology,Texas,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
San Joaquin Valley College,California,1.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0
East Valley Institute of Technology,Arizona,3.0,3.7,3.0,4.0,4.0,1.3,3.7,4.0,4.0,4.0
Georgia Military College - Fairburn,California,3.0,3.3,2.7,3.7,4.0,2.7,4.7,3.7,3.0,4.3
Midwives College of Utah,Utah,2.0,2.0,3.0,3.5,2.5,3.5,3.0,3.5,3.0,3.0
University of St. Augustine,California,2.0,2.0,3.5,2.5,3.0,1.5,2.5,4.0,1.0,3.5
River Parishes Community College,North Carolina,13.0,2.8,3.4,2.5,2.3,1.8,1.7,3.1,1.3,3.0
ATA Career Education,Florida,1.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0
New Professions Technical Institute,Florida,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0
Sofia University,California,5.0,3.2,3.8,4.6,3.8,3.0,3.2,5.0,3.4,3.6
Charleston School of Beauty Culture,West Virginia,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.3,1.0,1.0
Tri-County Technical College,South Carolina,1.0,4.0,4.0,5.0,4.0,1.0,4.0,4.0,1.0,5.0
Northern Arizona University,Arizona,1.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0
Contra Costa Medical Career College,Virginia,1.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0
Northland Pioneer College,Arizona,5.0,2.8,3.6,3.0,2.6,1.2,1.8,4.3,2.2,3.2
William Jessup University,California,6.0,3.3,4.0,4.3,3.5,1.7,3.2,4.4,3.7,3.8
Cosumnes River College,California,7.0,4.4,4.1,4.6,4.6,3.9,4.0,4.2,2.9,4.4
Jefferson State Community College,Alabama,5.0,3.0,3.4,3.2,3.0,2.8,2.6,4.3,1.8,2.8
New England Institute of Technology,Rhode Island,7.0,4.3,3.7,3.9,3.9,3.3,3.6,4.2,3.6,4.3
Chamberlain College of Nursing,Michigan,10.0,4.0,3.9,3.2,4.1,2.8,2.8,4.6,2.5,3.7
Southeastern College - Miami Lakes,Florida,1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0
Institute of Health Sciences,Maryland,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0
Georgia Northwestern Technical College,Georgia,3.0,3.3,3.7,2.7,2.7,2.0,1.0,4.0,2.3,3.0
Chamberlain College of Nursing - Tinley Park,Illinois,4.0,4.8,4.8,4.8,5.0,2.5,3.3,5.0,3.0,4.3
Lincoln Technical Institute,New Jersey,4.0,1.0,2.8,1.0,1.3,1.0,1.0,1.5,1.0,1.0
IGlobal University,Virginia,2.0,2.5,3.5,2.5,2.5,2.5,3.5,5.0,3.0,3.5
Ohio Institute of Allied Health,Michigan,1.0,2.0,5.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0
Columbia State Community College,Tennessee,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0
Finger Lakes Health College of Nursing,New York,4.0,2.8,3.3,2.5,2.8,2.3,2.5,4.3,3.5,3.3
Salina Area Technical College,Kansas,2.0,3.0,4.0,4.0,3.0,3.0,3.5,4.5,3.5,4.0
Arizona State University - Lake Havasu,Arizona,5.0,3.2,3.8,3.8,3.0,2.6,3.2,4.8,3.0,3.4
Oregon State University - Cascades,Oregon,15.0,3.6,3.9,3.5,2.8,2.1,2.4,4.5,3.3,4.1
East Georgia State College - Augusta,Georgia,7.0,2.6,3.6,2.3,2.1,1.4,2.0,4.6,2.9,2.0
Southern Regional Technical College,Georgia,1.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0
Middle Tennessee School of Anesthesia,Tennessee,2.0,1.5,2.5,1.0,2.0,1.0,2.5,2.0,1.0,4.0
Pima Medical Institute,Arizona,2.0,5.0,4.5,5.0,4.5,1.0,2.5,5.0,3.5,2.5
Black Hills State University,South Dakota,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.5,4.5
Pima Medical Institute,Washington,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0
Burrell College of Osteopathic Medicine,New Mexico,5.0,4.4,4.6,4.2,4.0,2.8,4.0,4.8,3.2,3.6
Pennsylvania Academy of the Fine Arts,Pennsylvania,17.0,2.1,2.8,1.5,1.5,1.0,1.4,2.2,1.0,3.5
Eastern Virginia Career College,Virginia,2.0,3.5,4.5,3.5,3.5,3.0,3.0,3.5,5.0,5.0
New York School of Design,New York,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0
Trinity College of Nursing & Health Sciences,Illinois,8.0,1.6,3.0,1.6,2.4,1.4,1.9,4.4,1.3,3.1
Kentucky Mountain Bible College,Kentucky,1.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,4.0,4.0
Chamberlain College of Nursing - Sacramento,California,3.0,4.3,4.3,3.7,4.3,4.7,4.0,5.0,3.0,4.0
University of St. Augustine,Florida,3.0,2.0,3.3,1.3,1.0,1.7,1.3,2.7,1.3,3.3
Cambridge College of Healthcare & Technology - Delray,Florida,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0
Central Georgia Technical College,Georgia,3.0,3.3,3.3,4.3,3.3,3.3,3.3,4.0,3.3,2.0
Fortis College,Ohio,1.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0
Midwest College of Oriental Medicine,Wisconsin,2.0,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
College of Southern Maryland,Maryland,7.0,3.1,3.3,2.1,2.6,1.6,2.4,3.7,1.9,2.3
Brooklyn College Feirstein Graduate School of Cinema,New York,4.0,3.3,2.5,3.0,3.0,2.0,3.8,3.3,1.5,3.8
South Puget Sound Community College,Washington,8.0,4.4,4.5,4.5,4.0,3.8,4.0,4.3,3.6,3.9
Jones Technical Institute,Florida,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0
Keiser University,Florida,4.0,3.3,4.5,4.5,3.3,3.0,3.0,4.5,3.0,3.3
American College of Acupuncture & Oriental Medicine,Texas,1.0,2.0,3.0,4.0,5.0,1.0,2.0,5.0,4.0,4.0
California Health Sciences University,California,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0
Pickens Technical College,Colorado,2.0,4.0,3.0,4.0,4.0,1.0,3.5,4.0,4.0,3.0
Collin College,Michigan,3.0,5.0,4.7,2.7,3.7,3.3,3.0,4.3,2.3,4.7
Gavilan College,California,2.0,1.5,2.5,1.5,1.5,1.5,1.5,1.5,1.5,2.0
SUNY Westchester Community College,Texas,3.0,4.0,4.0,3.3,4.3,4.0,4.0,4.0,4.3,3.7
Gannon University,Florida,2.0,1.0,2.5,2.0,2.0,1.0,2.0,3.0,1.0,2.0
Samuel Merritt University,California,2.0,1.5,2.0,1.0,2.0,1.0,1.0,2.5,2.0,1.5
Central Virginia Community College,Virginia,1.0,3.0,4.0,3.0,5.0,1.0,3.0,5.0,3.0,4.0
National University of Natural Medicine,Oregon,2.0,4.0,4.5,4.0,4.0,4.0,4.0,5.0,4.0,5.0
